budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,revenue,runtime,status,title,vote_average,vote_count,cast,year,director,producer
9300000,Animation | Science Fiction,11827,Animation | Science Fiction,en,12.928269,Canadian Film Development Corporation (CFDC),Canada,0,90.0,Released,Heavy Metal,6.2,148,Rodger Bumpass | Jackie Burroughs,1981,Gerald Potterton,Ivan Reitman
10000000,Action | Comedy | Thriller,22820,Action | Comedy | Thriller,en,3.193777,Unknown,United States of America,0,89.0,Released,Gentlemen Broncos,6.2,51,Michael Angarano | Sam Rockwell,2009,Jared Hess,
0,Drama | War,31174,Drama | War,en,5.107235,British Screen | Mayfair Entertainment International,United Kingdom | United States of America,0,104.0,Released,Richard III,6.9,49,Ian McKellen | Annette Bening,1995,Richard Loncraine,
10000000,Action | Horror | Thriller,244316,Action | Horror | Thriller,en,10.073144,Purple Pictures | Paul Schiff Productions | Indomitable Entertainment,Canada | United States of America,0,94.0,Released,Into the Grizzly Maze,5.1,74,James Marsden | Thomas Jane,2015,David Hackl,Paul Schiff
0,Drama | Action | Romance,37737,Drama | Action | Romance,en,4.807549,Bollywood Hollywood Production,India,0,131.0,Released,Kites,6.0,40,Hrithik Roshan | Bárbara Mori,2010,Anurag Basu,
7400000,Drama | Science Fiction,62215,Drama | Science Fiction,da,36.173598,Zentropa Entertainments | Det Danske Filminstitut | Danmarks Radio (DR) | Memfis Film | Eurimages | Sveriges Television (SVT) | Canal+ | CinéCinéma | Slot Machine | Zentropa International Sweden | Zentropa International Köln | Liberator Productions | Swedish Film Institute | Centre National du Cinéma et de L'image Animée (CNC) | Film i Väst | Filmstiftung Nordrhein-Westfalen | Legion Entertainment | Edition Video | Nordisk Film Distribution,Denmark | France | Germany | Sweden,21817298,136.0,Released,Melancholia,7.0,885,Kirsten Dunst | Charlotte Gainsbourg,2011,Lars von Trier,Peter Aalbæk Jensen
0,Drama | Comedy | Family,66125,Drama | Comedy | Family,en,5.499412,Screen Australia | Endymion Films | ScreenWest | Essential Entertainment | Woss Group Film Productions | The South Australian Film Corporation,Australia,0,92.0,Released,Red Dog,7.1,83,Josh Lucas | Rachael Taylor,2011,Kriv Stenders,Aaron Ryder
85000,Horror,30497,Horror,en,29.262427,New Line Cinema | Vortex,United States of America,30859000,83.0,Released,The Texas Chain Saw Massacre,7.2,590,Marilyn Burns | Allen Danziger,1974,Tobe Hooper,Tobe Hooper
10000000,Drama | Music,27586,Drama | Music,en,17.611971,River Road Entertainment | Road Rebel | Linson Entertainment,United States of America,2995811,106.0,Released,The Runaways,6.3,254,Dakota Fanning | Kristen Stewart,2010,Floria Sigismondi,Art Linson
5500000,Adventure | Action | Thriller,660,Adventure | Action | Thriller,en,31.036,Eon Productions | Metro-Goldwyn-Mayer (MGM),Bahamas | France | United Kingdom | United States of America,141195658,130.0,Released,Thunderball,6.5,562,Sean Connery | Claudine Auger,1965,Terence Young,Albert R. Broccoli
10000000,Horror | Comedy | Science Fiction,68684,Horror | Comedy | Science Fiction,en,10.424596,Detention Films,United States of America,0,93.0,Released,Detention,5.7,129,Shanley Caswell | Josh Hutcherson,2011,Joseph Kahn,Mary Ann Tanedo
7000000,Comedy | Drama | Romance,40794,Comedy | Drama | Romance,it,7.720692,Fandango,Italy,8220215,110.0,Released,Loose Cannons,7.0,118,Nicole Grimaudo | Riccardo Scamarcio,2010,Ferzan Ozpetek,
9000000,Drama | Action | Crime,9400,Drama | Action | Crime,en,6.717994,New Line Cinema,United States of America,41590886,118.0,Released,Set It Off,6.9,66,Jada Pinkett Smith | Queen Latifah,1996,F. Gary Gray,Oren Koules
9000000,Drama | Comedy,16162,Drama | Comedy,en,3.951041,Universal Pictures | 40 Acres & A Mule Filmworks,United States of America,34573780,120.0,Released,The Best Man,6.8,38,Nia Long | Morris Chestnut,1999,Malcolm D. Lee,
9000000,Horror | Thriller,10585,Horror | Thriller,en,27.600843,United Artists,United States of America,44196684,87.0,Released,Child's Play,6.3,581,Catherine Hicks | Chris Sarandon,1988,Tom Holland,David Kirschner
9000000,Documentary,2359,Documentary,en,14.098952,The Weinstein Company,United States of America,24538513,123.0,Released,Sicko,7.3,235,Michael Moore | George W. Bush,2007,Michael Moore,Bob Weinstein
9000000,Comedy | Drama | Family | Romance,10472,Comedy | Drama | Family | Romance,en,3.269459,Miramax Films,United States of America,0,91.0,Released,Down to You,4.9,70,Freddie Prinze Jr. | Julia Stiles,2000,Kris Isacsson,Jason Kliot
9000000,Comedy | Adventure,11282,Comedy | Adventure,en,18.514292,New Line Cinema,United States of America,23936908,88.0,Released,Harold & Kumar Go to White Castle,6.6,693,John Cho | Kal Penn,2004,Danny Leiner,Hanno Huth
9000000,Drama | Thriller,6521,Drama | Thriller,en,7.029126,Battleplan Productions | DreamWorks Pictures,Germany | United Kingdom | United States of America,0,126.0,Released,The Contender,6.7,60,Gary Oldman | Joan Allen,2000,Rod Lurie,
26000000,Crime | Drama | Thriller,14181,Crime | Drama | Thriller,en,11.233081,New Line Cinema,United States of America,28780255,118.0,Released,Boiler Room,6.5,201,Giovanni Ribisi | Vin Diesel,2000,Ben Younger,Jennifer Todd
40600000,Comedy,1621,Comedy,en,34.022209,Paramount Pictures | Cinema Group Ventures,United States of America,90400000,116.0,Released,Trading Places,7.1,738,Eddie Murphy | Dan Aykroyd,1983,John Landis,George Folsey Jr.
9000000,Horror | Thriller,9656,Horror | Thriller,en,4.134327,Dimension Films,Canada | United States of America,21510851,84.0,Released,Black Christmas,4.8,119,Katie Cassidy | Michelle Trachtenberg,2006,Glen Morgan,
0,Comedy | Romance,16428,Comedy | Romance,en,6.904734,Screen Gems | Breakup Productions,United States of America,0,85.0,Released,Breakin' All the Rules,5.8,21,Jamie Foxx | Morris Chestnut,2004,Daniel Taplitz,Lisa Tornell
9000000,War | Drama | History | Action | Romance,10705,War | Drama | History | Action | Romance,en,4.641006,BBC Films | Samuel Goldwyn Company | Renaissance Films,United Kingdom,0,137.0,Released,Henry V,7.4,71,Kenneth Branagh | Derek Jacobi,1989,Kenneth Branagh,Stephen Evans
0,Drama,8272,Drama,en,5.663889,Fox Searchlight Pictures | Ad Hominem Enterprises | This Is That Productions | Lone Star Film Group | Savage Productions,United States of America,0,114.0,Released,The Savages,6.8,110,Laura Linney | Philip Seymour Hoffman,2007,Tamara Jenkins,Anthony Bregman
0,Comedy | Romance,24621,Comedy | Romance,en,1.118511,Fox 2000 Pictures,United States of America,6126237,80.0,Released,Chasing Papi,6.3,16,Roselyn Sánchez | Sofía Vergara,2003,Linda Mendoza,
8500000,Action | Crime | Drama | Thriller,1619,Action | Crime | Drama | Thriller,en,8.775844,Unknown,United States of America,19125401,119.0,Released,The Way of the Gun,6.4,100,Benicio del Toro | Ryan Phillippe,2000,Christopher McQuarrie,Kenneth Kokin
9000000,Comedy | Drama,9685,Comedy | Drama,en,2.062087,United Artists,United States of America,4777465,97.0,Released,Igby Goes Down,6.5,95,Kieran Culkin | Claire Danes,2002,Burr Steers,David Rubin
9000000,Comedy,14425,Comedy,en,8.738737,Paul Schiff Productions,United States of America,4350774,79.0,Released,PCU,6.0,41,Jeremy Piven | Chris Young,1994,Hart Bochner,Paul Schiff
0,Romance | Drama | Family,14624,Romance | Drama | Family,en,4.976268,The Ultimate Gift LLC | Dean River Productions,United States of America,0,114.0,Released,The Ultimate Gift,6.8,78,James Garner | Drew Fuller,2006,Michael O. Sajbel,John Shepherd
9000000,Action | Science Fiction | Comedy,10179,Action | Science Fiction | Comedy,en,3.810697,JF Productions | Metro-Goldwyn-Mayer (MGM),United States of America,0,91.0,Released,The Ice Pirates,5.7,49,Robert Urich | Mary Crosby,1984,Stewart Raffill,John Foreman
9000000,Drama,15568,Drama,en,2.365328,Elevation Filmworks | Ursa Major Films LLC,United States of America,2955039,97.0,Released,Gracie,6.0,17,Jesse Lee Soffer | Christopher Shand,2007,Davis Guggenheim,
9000000,Comedy | Drama | Romance,14057,Comedy | Drama | Romance,en,5.2545,Trust the Man LLC,United States of America,0,103.0,Released,Trust the Man,5.5,29,David Duchovny | Julianne Moore,2005,Bart Freundlich,
0,Comedy | Music,12621,Comedy | Music,en,5.293363,Unknown,United States of America,0,92.0,Released,Hamlet 2,6.1,56,Steve Coogan | Catherine Keener,2008,Andrew Fleming,Aaron Ryder
0,Drama | Music,1808,Drama | Music,en,10.932711,Channel Four Films | Single Cell Pictures | Newmarket Capital Group | Goldwyn Films | Killer Films | Zenith Entertainment | Miramax,United Kingdom,1053788,119.0,Released,Velvet Goldmine,6.9,116,Ewan McGregor | Christian Bale,1998,Todd Haynes,Bob Weinstein
9000000,Documentary | Music | Family,67675,Documentary | Music | Family,en,9.933926,Twentieth Century Fox Film Corporation | Ryan Murphy Productions | Twentieth Century Fox Television,United States of America,18663238,84.0,Released,Glee: The Concert Movie,6.8,79,Dianna Agron | Lea Michele,2011,Kevin Tancharoen,David Nicksay
9000000,Horror | Thriller,29514,Horror | Thriller,en,8.218383,Unknown,Italy | United States of America,0,120.0,Released,Two Evil Eyes,6.0,35,Adrienne Barbeau | Harvey Keitel,1990,George A. Romero,Dario Argento
6000000,Comedy,250349,Comedy,fr,5.119593,TF1 Films Production | Same Player | Studio Canal | Cinéfrance 1888,France,14348529,98.0,Released,Barbecue,5.8,214,Lambert Wilson | Franck Dubosc,2014,Eric Lavaine,
9000000,Comedy | Drama,12454,Comedy | Drama,en,2.872281,Les Films Alain Sarde | Thin Man Films,France | United Kingdom,0,128.0,Released,All or Nothing,7.0,33,James Corden | Timothy Spall,2002,Mike Leigh,Alain Sarde
9000000,Drama,39806,Drama,en,0.717811,Island Film Group | Trailblazer Films | Screen East,United States of America,771499,130.0,Released,Princess Kaiulani,4.8,14,Q'orianka Kilcher | Barry Pepper,2010,Marc Forby,
5000000,Drama | Family | Foreign,15699,Drama | Family | Foreign,en,1.458884,Renaissance Films,Australia,140666,86.0,Released,Opal Dream,6.1,7,Sapphire Boyce | Christian Byers,2006,Peter Cattaneo,
6500000,Crime | Drama | History | War,8883,Crime | Drama | History | War,da,7.028946,"Det Danske Filminstitut | Wüste Filmproduktion | Studio Babelsberg | TV2 Danmark | Sveriges Television (SVT) | Canal+ | Yleisradio (YLE) | Match Factory, The | Medienboard Berlin-Brandenburg | Sirena Film | Fonds Eurimages du Conseil de l'Europe | Deutsche Filmförderfonds (DFFF) | Nimbus Film Productions | Wüste Film Ost | OC Film | Duckling A/S | Mainstream | Kameraudlejningen | 4½ | Nordic Film och TV Fund | Filmförderung Hamburg Schleswig-Holstein | Sandrew Metronome Denmark | TV2 Norge | NFP Marketing & Distribution | Substanz Film",Czech Republic | Denmark | Finland | France | Germany | Norway | Sweden,0,130.0,Released,Flame & Citron,6.8,68,Thure Lindhardt | Mads Mikkelsen,2008,Ole Christian Madsen,Birgitte Hald
9000000,Comedy | Romance,17926,Comedy | Romance,en,2.009597,Lakeshore Entertainment | Intermedia Films | Cinerenta Medienbeteiligungs KG,United States of America,1046166,97.0,Released,Undiscovered,4.5,12,Kip Pardue | Carrie Fisher,2005,Meiert Avis,Gary Lucchesi
0,Thriller | Mystery | Crime | Drama,291081,Thriller | Mystery | Crime | Drama,en,7.247023,Revolution Films | Channel Four Films | Screen Yorkshire | Lipsync Productions,United Kingdom,0,102.0,Released,Red Riding: In the Year of Our Lord 1974,7.0,54,Andrew Garfield | David Morrissey,2009,Julian Jarrold,
0,Drama | Romance,41248,Drama | Romance,fr,2.351706,France 2 Cinéma | Canal+ | TPS Star | Union Générale Cinématographique (UGC) | SBS Films | Sofica UGC 1 | Soficinéma 5 | Centre National de la Cinématographie (CNC),France,0,105.0,Released,The Girl on the Train,5.6,10,Michel Blanc | Catherine Deneuve,2009,André Téchiné,Saïd Ben Saïd
9000000,Drama | Romance,25968,Drama | Romance,en,4.799022,Velvet Steamroller Entertainment | Dash Films | Future Films | Muse Productions | PalmStar Media,United States of America,0,103.0,Released,Veronika Decides to Die,5.8,75,Sarah Michelle Gellar | David Thewlis,2009,Emily Young,Chris Hanley
0,Animation | Science Fiction,52010,Animation | Science Fiction,en,3.891186,Good Story Productions | POP6 | Codex Pictures,United Kingdom,0,76.0,Released,"Ultramarines: A Warhammer 40,000 Movie",5.2,27,Terence Stamp | John Hurt,2010,Martyn Pick,Bob Thompson
8800000,Thriller | Mystery | Science Fiction,11588,Thriller | Mystery | Science Fiction,en,3.789485,Miramax Films | Dimension Films | MDP Worldwide | RCD Productions Ltd.,United Kingdom | United States of America | Germany,0,90.0,Released,The I Inside,5.9,62,Ryan Phillippe | Sarah Polley,2004,Roland Suso Richter,
7347125,Drama | History | War,43418,Drama | History | War,en,3.949796,New South Wales Film & Television Office | Pacific Film and Television Commission | Screen Australia | The Silence Productions | Lucky Country Productions,Australia,0,122.0,Released,Beneath Hill 60,7.3,40,Brendan Cowell | Harrison Gilbertson,2010,Jeremy Sims,Ross Thomas
0,Drama,71157,Drama,fr,14.038703,Les Productions du Trésor | Mars Film Corporation | Chaocorp | Shortcom,France,20374201,127.0,Released,Polisse,7.9,285,Karin Viard | JoeyStarr,2011,Maïwenn,Alain Attal
86000000,Thriller | Crime | Mystery,13483,Thriller | Crime | Mystery,en,18.172736,The Weinstein Company | Open City Films | GreeneStreet Films,United States of America,14373825,84.0,Released,Awake,6.3,395,Hayden Christensen | Jessica Alba,2007,Joby Harold,Jason Kliot
0,Action | Adventure | Animation | Fantasy | Science Fiction,333355,Action | Adventure | Animation | Fantasy | Science Fiction,en,1.881466,Lucasfilm | Cartoon Network Studios,South Korea | United States of America,0,69.0,Released,Star Wars: Clone Wars: Volume 1,8.0,27,Tom Kane | Corey Burton,2005,Genndy Tartakovsky,
9000000,Thriller | Action | Drama,327833,Thriller | Action | Drama,en,6.677926,SC Films International | Baumgarten Management and Productions (BMP) | Thorbak | SC International Pictures | Thor Pictures,Canada | Thailand | United States of America,0,96.0,Released,Skin Trade,5.6,61,Dolph Lundgren | Tony Jaa,2014,Ekachai Uekrongtham,Craig Baumgarten
8500000,Horror | Comedy,1547,Horror | Comedy,en,24.750909,Warner Bros.,United States of America,32222567,97.0,Released,The Lost Boys,6.8,538,Jason Patric | Corey Haim,1987,Joel Schumacher,Richard Donner
7000000,Drama | Music | Romance,25196,Drama | Music | Romance,en,17.697042,Fox Searchlight Pictures | Butcher's Run Films | Informant Media,United States of America,39462438,112.0,Released,Crazy Heart,6.8,274,Jeff Bridges | Maggie Gyllenhaal,2009,Scott Cooper,Robert Duvall
9250000,Drama | Music | Romance,16323,Drama | Music | Romance,en,7.000949,Twentieth Century Fox Film Corporation,United States of America,29174648,125.0,Released,The Rose,6.8,28,Bette Midler | Alan Bates,1979,Mark Rydell,Aaron Russo
8500000,Comedy,175528,Comedy,en,11.436405,Sneak Preview Productions,United States of America,22456509,96.0,Released,Baggage Claim,5.6,85,Paula Patton | Adam Brody,2013,David E. Talbert,Steven J. Wolfe
9000000,Science Fiction,8069,Science Fiction,en,14.171759,Paramount Pictures | Dino de Laurentiis Cinematografica | Marianne Productions,United States of America,2500000,98.0,Released,Barbarella,5.7,146,Jane Fonda | John Phillip Law,1968,Roger Vadim,Dino De Laurentiis
0,Adventure | Family,71805,Adventure | Family,en,0.702971,Walt Disney Pictures | Filmkameratene A/S | Svensk Filmindustri (SF),United States of America | Norway | Sweden,0,92.0,Released,Shipwrecked,6.1,14,Stian Smestad | Gabriel Byrne,1990,Nils Gaup,Nigel Wooll
0,Comedy,9451,Comedy,en,13.476596,Paramount Pictures | MTV Films | Bona Fide Productions,United States of America,0,99.0,Released,Election,6.7,270,Matthew Broderick | Reese Witherspoon,1999,Alexander Payne,Albert Berger
12000000,Drama,16727,Drama,en,3.604863,Fox Searchlight Pictures | Mirabai Films,India | United States of America,20138836,122.0,Released,The Namesake,6.8,50,Kal Penn | Tabu,2006,Mira Nair,Mira Nair
8500000,Romance | Comedy,272693,Romance | Comedy,en,40.28709,Wonderland Sound and Vision | CBS Films | Vast Entertainment,United States of America,43528634,100.0,Released,The DUFF,6.8,1322,Mae Whitman | Robbie Amell,2015,Ari Sandel,McG
0,Horror | Drama | Thriller,150202,Horror | Drama | Thriller,en,11.708343,Gold Circle Films,United States of America,0,101.0,Released,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,175,Chad Michael Murray | Katee Sackhoff,2013,Tom Elkins,
8000000,Action | Drama | History,19644,Action | Drama | History,ko,2.60632,Hanmac Films,South Korea,0,135.0,Released,Silmido,6.6,28,Sol Kyung-gu | Heo Jun-ho,2003,Kang Woo-Suk,Kang Woo-Suk
8500000,Drama | Romance,29963,Drama | Romance,en,9.230073,BBC Films | Pathé Renn Productions | UK Film Council | Screen Australia | Australian Film Finance Corporation (AFFC) | Hopscotch Productions | Jan Chapman Pictures,United Kingdom | France | Australia,4440055,119.0,Released,Bright Star,6.8,107,Abbie Cornish | Ben Whishaw,2009,Jane Campion,David M. Thompson
12000000,Drama | Romance,26022,Drama | Romance,en,14.719886,Fox Searchlight Pictures | Red Chillies Entertainment | Foxstar,India | United States of America,42345360,145.0,Released,My Name Is Khan,7.7,232,Shah Rukh Khan | Kajol,2010,Karan Johar,Shah Rukh Khan
9000000,Action | Adventure | Drama,152747,Action | Adventure | Drama,en,28.540614,Sudden Storm Productions | FilmNation Entertainment | Treehouse Pictures | Before the Door Pictures | Washington Square Films | Black Bear Pictures,United States of America,6108720,106.0,Released,All Is Lost,6.6,671,Robert Redford,2013,J.C. Chandor,Cassian Elwes
